"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"22193","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2026-2027/283875","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","25-Jun-2026","GRAM PANCHAYAT KOLUKHEDIKALAN","Payment Success","1050000"
"22194","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2023-2024/5659","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","28-Dec-2023","GRAM PANCHAYAT KOLUKHEDIKALAN","Payment Success","175000"
"22195","Madhya Pradesh","Construction of culverts and bridges","WS/MP106/2023-2024/112310","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","07-Mar-2024","GRAM PANCHAYAT KOLUKHEDIKALAN","Payment Success","525000"
"22196","Madhya Pradesh","Construction of culverts and bridges","WS/MP106/2023-2024/112310","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","09-May-2024","GRAM PANCHAYAT KOLUKHEDIKALAN","Payment Success","217500"
"22197","Madhya Pradesh","Construction of community centers and community halls","WS/MP107/2024-2025/151639","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","26-Dec-2024","GRAM PANCHAYAT KOLUKHEDIKALAN","Payment Success","560000"
"22198","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP106/2023-2024/5659","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-May-2024","GRAM PANCHAYAT KOLUKHEDIKALAN","Payment Success","72500"
"22199","Madhya Pradesh","Construction of community centers and community halls","WS/MP107/2024-2025/151639","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","22-Apr-2025","GRAM PANCHAYAT KOLUKHEDIKALAN","Payment Success","231917"
"22200","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80990","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22201","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80989","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22202","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80988","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22203","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80987","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22204","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80986","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22205","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80985","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22206","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80984","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22207","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80991","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22208","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80997","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22209","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80996","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22210","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80995","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22211","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80994","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22212","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80993","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22213","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80992","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","M P  AGRO DHAR","Payment Success","160000"
"22214","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP107/2024-2025/165669","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","22-Mar-2025","M P  AGRO DHAR","Payment Success","179826"
"22215","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP107/2024-2025/165669","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","04-Mar-2025","M P  AGRO DHAR","Payment Success","600000"
"22216","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176842","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","26-May-2025","M P  AGRO DHAR","Payment Success","654586"
"22217","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176841","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","26-May-2025","M P  AGRO DHAR","Payment Success","654586"
"22218","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176840","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","26-May-2025","M P  AGRO DHAR","Payment Success","654586"
"22219","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176843","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","26-May-2025","M P  AGRO DHAR","Payment Success","654586"
"22220","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176845","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","26-May-2025","M P  AGRO DHAR","Payment Success","654586"
"22221","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176839","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","26-May-2025","M P  AGRO DHAR","Payment Success","654586"
"22222","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176844","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","26-May-2025","M P  AGRO DHAR","Payment Success","654586"
"22223","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP107/2025-2026/192450","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","02-Jun-2025","M P  AGRO DHAR","Payment Success","1200000"
"22224","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP107/2025-2026/192451","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","02-Jun-2025","M P  AGRO DHAR","Payment Success","1200000"
"22225","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP107/2025-2026/192450","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","18-Jul-2025","M P  AGRO DHAR","Payment Success","359652"
"22226","Madhya Pradesh","Construction of bus-sheds or bus-stops","WS/MP107/2025-2026/192451","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","18-Jul-2025","M P  AGRO DHAR","Payment Success","359652"
"22227","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176842","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Oct-2025","M P  AGRO DHAR","Payment Success","200000"
"22228","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176841","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Oct-2025","M P  AGRO DHAR","Payment Success","200000"
"22229","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176840","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Oct-2025","M P  AGRO DHAR","Payment Success","200000"
"22230","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176843","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Oct-2025","M P  AGRO DHAR","Payment Success","200000"
"22231","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176845","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Oct-2025","M P  AGRO DHAR","Payment Success","200000"
"22232","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176839","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Oct-2025","M P  AGRO DHAR","Payment Success","200000"
"22233","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/176844","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Oct-2025","M P  AGRO DHAR","Payment Success","200000"
"22234","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182779","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Jan-2026","M P  AGRO DHAR","Payment Success","110000"
"22235","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182780","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Jan-2026","M P  AGRO DHAR","Payment Success","110000"
"22236","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182778","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Jan-2026","M P  AGRO DHAR","Payment Success","110000"
"22237","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182781","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Jan-2026","M P  AGRO DHAR","Payment Success","110000"
"22238","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182779","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","11-Mar-2026","M P  AGRO DHAR","Payment Success","49212"
"22239","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182780","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","11-Mar-2026","M P  AGRO DHAR","Payment Success","49212"
"22240","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182778","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","11-Mar-2026","M P  AGRO DHAR","Payment Success","49212"
"22241","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2025-2026/182781","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","11-Mar-2026","M P  AGRO DHAR","Payment Success","49212"
"22242","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80990","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22243","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80989","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22244","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80988","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22245","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80987","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22246","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80986","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22247","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80985","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22248","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80984","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22249","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80991","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22250","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80997","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22251","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80996","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22252","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80995","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22253","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80994","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22254","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80993","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22255","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2023-2024/80992","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","04-Sep-2024","M P  AGRO DHAR","Payment Success","45000"
"22256","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22257","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","40380"
"22258","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","33650"
"22259","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22260","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22261","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","33650"
"22262","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","40380"
"22263","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22264","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22265","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22266","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22267","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
"22268","Punjab","Setting up of community effluent treatment plants","WS/MP140/2023-2024/17140","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2024","N C Bricks","Payment Success","47110"
